ID,tweet,Tag,newlabel
1335071689458163712,tell someone pfizer chequered past think wearing tin foil hat literally google amount times broken law people killed,pharma,['pharma']
1333872094233374720,repdlesko realdonaldtrump dad died covid vaccines policy priority much friends profited dereliction duty neglect much per death equal congrats insurance company donors lining distribution vaccines,pharma,['pharma']
1236223154248445953,provaccine propagandists dont know anybody autism think theyre experts condition watch tv movies stopvaccines vaccineinjured vaccinescankill actuallyautistic stopdiminishingautism stopableism vaccinescausecustomers httpstcokkrgmpm,side-effect,['side-effect']
1330671412864897024,thedailyshow billgates trust vaccine ceo pfizer veterinarian greece,pharma,['pharma']
1356066436784025606,know merck abandoned covidvaccine development saying impossible create effective vaccine coronavirus france australia stopping vaccine program really think safe take experimental pfizer shot httpstcozkqoqgtgk,"ineffective,rushed","['ineffective', 'rushed']"
1293162714865467395,folks putin announced firstever vaccine covid country lost million russian weather satellite last november due human error dont believe hype okay,country,['country']
1340504459894517760,arirussian wishnicu im ill take chances dont get annual flu vaccine either,none,['none']
1377971859866714115,downingstreet hello prime minister increase blood clots people whove oxford asz vaccine might time suspend testing fact asz causing blood clots wouldnt want consequences conscience would,side-effect,['side-effect']
1363723404566622208,alexberenson reports israel deaths debilitating effects pfe vaccine media reporting purported near ability pfizervaccine prevent covid deaths country httpstcohtuovd,side-effect,['side-effect']
1305008390750511105,drrddr laithhaleem astrazeneca case transverse myelitis back july didnt tell us cases know vaccinated receive fake placebo meningitis vaccine,side-effect,['side-effect']
1300227912633901056,qall people enough psychological warfare masks created hardships force new form loyalty next cashless societyget vaccine want oaycheck australia attempting businesses cant afford fire employees rejecting httpstcouttuwlwb,mandatory,['mandatory']
1333450069505437716,sunny share concerns regarding covid vaccine stated view tin foil hat time im also concerned contain sort microchip many people mentioned aspect trust nothing trumps administration,"conspiracy,ingredients,political","['conspiracy', 'ingredients', 'political']"
1336316146979463170,moominsbff lemme ruin day saying sinovac vaccine hasnt tested efficacy corona yet indo gov already buying ton httpstcokmyysoqg,rushed,['rushed']
1297917128927059972,isnt illegal simply force people get vaccinated report virginia commissioner wants mandate covid vaccine httpstcobxjobbyzy,mandatory,['mandatory']
1336385374092992526,four volunteers got pfizers vaccine developed bells palsy httpstcothpjsbuef via mailonline bellspalsy covidvaccine covid vaccine bells palsy well got bells palsy covid got bells palsy,side-effect,['side-effect']
1243922073019469827,breesanna vaccination good thing lot people everyone also depends making vaccine purpose like say trust key julian assange imprisoned exsposing war crimes trial farce would trust government allow,political,['political']
1432158243946569729,woman died myocarditis inflammation heart muscle wall following comirnaty pfizer vaccination,side-effect,['side-effect']
1382291707912458249,denmark first country initially suspend usage vaccine march safety concerns also put johnson johnsons vaccine pause httpstcoemgaduuo,side-effect,['side-effect']
1330400035859816448,knowing put rna corona vaccine going take vaccine,ingredients,['ingredients']
1244317956181540869,walkerrandall brash kissmyass point weather like deaths ready get life shutting entertainment taking away much lives cures virus takes yrs find vaccine mutates,"ineffective,rushed,unnecessary","['ineffective', 'rushed', 'unnecessary']"
1348640290853195786,broncosjeff darlashine contains vector one knows actually one knows anything virus either yet vaccine fyi vaccine uk oxford indeed contain virus fyi first mrna vaccine ever longterm studies done,"ingredients,rushed","['ingredients', 'rushed']"
1375834780625948677,thecableng chiukwujioke alexiwobi wasnt vaccinated well guess whole vaccine astrazeneca bulls bum,ineffective,['ineffective']
1368377529636159491,report pfizers covid vaccine killed times old people virus would httpstcomozhuyjr,side-effect,['side-effect']
1331579052436697093,vaccine stimulates immune system develop anti bodies covid immune system exactly get infected covid chance fine body worked like years fuck would need vaccine,unnecessary,['unnecessary']
1365602772914159620,see court cases arising due damage covid vaccines government experts pushing swine flu vaccine,mandatory,['mandatory']
1405941629727432704,indonesia vaccinated doctors contract covid doctors sinovacinjected get covid dozens hospitalised concerns rise efficacy vaccine variant strains daily cases positivity rate hospitals overwhelmed covid httpstcoacqbexbhr,ineffective,['ineffective']
1336798021325971457,detailed worrisome explanation reported allergic reaction pfizer vaccine read bookmark countries approving vaccine even least amount diligence,side-effect,['side-effect']
1349048954256826368,governments spray us planes metal particles connection alzheimers increase immune diseases respiratory diseases surely governments always wanted kill us covid vaccine,political,['political']
1377505172272902144,yikes scottish womans face arms chest back legs erupt agonising red rash getting astrazenecas covid vaccine httpstcodecxipags,side-effect,['side-effect']
1304805534013349888,almost half russians say dont want vaccinated covid believe dangers coronavirus exaggerated take vaccine die flu following flu season rt russia former soviet union httpstcouqnxapm,side-effect,['side-effect']
1297166022118477830,russians say hell theyre taking putins covid vaccine daily beast httpstcohpgrnze httpstcosppqiazoxi,political,['political']
1427947751707275265,uk reported covid patients hospital vaccinated israel vaccinated country report pfizer vaccine effective new variants,ineffective,['ineffective']
1375550703050035205,wont taking vaccine fuck elderly racist httpstcoskubjvln,none,['none']
1349032774573961217,realworld evidence seems clear single dose pfizer vaccine wont protect elderly weaker immune responses single nursing home yearold died covid days receiving vaccine many others infected httpstcolpolnacvdc,"ineffective,side-effect","['ineffective', 'side-effect']"
1336230214821666817,inthesmoke excatly point pfizer know side effects long term data available vaccine buy paracetamol side effect list available httpstcoryycqonri get vaccinesimple,rushed,['rushed']
1398183019433897987,birdyword jchengwsj id worry letting chinese people vaccinated coronavac low efficacy vaccines much likely virus carriers case may well ignore coronavac treat people unvaccinated httpstcoydygxikinf,ineffective,['ineffective']
1294341476940382208,chuckcallesto lets see orchestrated gates fauci cdc deepstate criminals moderna highly suspect backgroundhistory never used mrna vaccine alters dna forever bypassing animal testing think know deadly hell wont,"rushed,side-effect","['rushed', 'side-effect']"
1303148928511205376,verretor scaring hell right already knew trust gates ive looking see vaccine places dont name even one potus mentioned pfizer,political,['political']
1353717395928588291,im sorry side effect profile second vaccine shot far worse first modernatx saying vaccine isnt properly protective new variant pushing third shot least regulators demand large scale trials httpstcooyaeafqaz,side-effect,['side-effect']
1385549673214132230,nicolethibault oc usfda pfizer people kids surely protect kids things might harm data suggest covid vaccine isnt even approved yet potential long term side effects known kids getting sick dying covid,rushed,['rushed']
1354911412485689344,cant vaccine names,none,['none']
1376862042666250248,rosielillie bouvierjourno know vaccine developed reduce symptoms never developed stop getting spreading dont want reduce third world mean uk old vulnerable weeks ago lots old people world nothing,ineffective,['ineffective']
1328345828344401922,alex azar modernas coronavirus vaccine candidate flexible kept regular freezer refrigeration ask two vaccines tied trump administration one reasons im rushing take vaccine,political,['political']
1278062451804831744,aubreyhuff realdonaldtrump oh wouldwe would mandatory vaccinated chipped alreadyand million would died originally statedbecause ds would played itallowing us get sick,mandatory,['mandatory']
1374549249225072641,bluewaters nd pfizer vaccination days fatigue weakness dizziness far worst reaction vaccine ive ever,side-effect,['side-effect']
1360359304637816832,vaers yo massachusetts days pfizervaccine vaccinedeaths writeup decedent shortness breath hypoxia cardiac arrested front ems crew acls initiated arrived hospital ed asystole pronounced dead httpstcoywyxzabuww,side-effect,['side-effect']
1334821072395440130,shannonjoyradio cousin registered nurse told uncle dad refusing getting new covid vaccine effects womans reproductive organseeeekkkk holy crap real reason trying sterilize womenwtf,"conspiracy,side-effect","['conspiracy', 'side-effect']"
1376129799350018053,another covid vaccine casualty illaria pappa school teacher italy died thromboembolism days receiving astrazeneca vaccine httpstcoqqzoodaod,side-effect,['side-effect']
1364072418168438786,manofkent juliahb spread suffer vaccinated going suffer goal post changed hasnt health passports required next goodbye freedom,mandatory,['mandatory']
1366234610791833600,craig vapopya errolbsk actually point due nature drug trials strict nature long term effect studies etc covid vaccine released timewarp speed compared vaccine medication throughout history,"rushed,side-effect","['rushed', 'side-effect']"
1365796784753238017,feel need say husband three years policeman yet vaccine chilled fact comes comes patience,none,['none']
1354531283880325121,frontinef sandraweeden pumping fear keep low vibration constant state fear terrified kids stress negatively effect immune system hope make willing take vaccine time disengage rip governmentthey serve us httpstcotexsssthqk,mandatory,['mandatory']
1301339449876414465,joebiden realdonaldtrump senkamalaharris sentedcruz tedlieu u black brown jews lbgt arab muslim handicapped beware taking trumps russian vaccines intended kill least million bragged trump worse hitler,side-effect,['side-effect']
1366150839316832258,johnson johnson cant even make baby powder without causing ovarian cancer id damned trust vaccine,pharma,['pharma']
1353073049667420161,craigmirage pfizerbiontech covid vaccine includes following ingredients mrna lipids hydroxybutyl tested mice nearly humans gives bladder cancer,ingredients,['ingredients']
1381972660033355778,coming public health worker repeat get johnson johnson vaccine pulled distribution researched causing adverse health effects individuals received please safe yall,side-effect,['side-effect']
1337098123127234560,legendaryenergy uncomfortable strained interview billgates ever knowing truth covid vaccine russian roulette crap shoot,side-effect,['side-effect']
1350327411309649920,rahulkanwal narendramodi didnt courtesy lead front take first vaccination pm country u vaccinating people covaxin still trials top politician stepping take vaccine bravo vaccineforindia,"political,rushed","['political', 'rushed']"
1419297635895234564,year old woman seriously injured taking astrazeneca vaccine april covidvaccines httpstcoupkfqswqxp via bitchute,side-effect,['side-effect']
1354272561157337088,die norway receiving pfizer ccp virus vaccine httpstcohkirdlksc via epochtimes,side-effect,['side-effect']
1328419597293285377,markezawomble novavax still dont believe safe care fellow human also good spirit heart brave trial wish best hope good natural herbs natural therapies help heal along way,ineffective,['ineffective']
1283593631694295042,wwpky includes moderna vac real key execs wouldnt httpstcoqmwhqiarp,none,['none']
1352522363712098304,drdooleymd nd year med student sincere question vaccines dont prevent infectivity ability carrytransmit covid people arent high risk getting vaccinated right dont understand classmates lining vaccine,ineffective,['ineffective']
1400159899385016326,strange defence johnsons role vaccine delivery shelaghfogarty really brainwashed away science rushed az mask k dead despite effectivity less mrna jabs deployed usas jabs effectivity jab,"ineffective,rushed","['ineffective', 'rushed']"
1363213342802903044,crackedscience absolutely warranty defects pretty standard vaccines warranty still get covid sue pfizer make interesting points enough support conclusion one seems like potshot,side-effect,['side-effect']
1384896572937445376,norways health authority says use astrazeneca riskier covidsince people die covid norwaythe risk dying vaccination azvaccine would higher risk dying disease httpstcotrsjpmgvw,side-effect,['side-effect']
1370171269983911936,joycekaram really ramping johnson johnson vaccine arent ill take chances covid take anything made jj,pharma,['pharma']
1352790049490923520,kittenincognito socaledgygal either vaccine failing never let us know wont tell us making people sick act like going wipe virus dont even know long would effective take chance,side-effect,['side-effect']
1353468836406681602,last week scottmorrisonmp stated would take time run tests covid vaccine make sure safe australians wow wake pfizervaccine approved talk backflip,rushed,['rushed']
1334592659390930944,anyone getting covid vaccine sure get tests done prior getting vaccine every six months thereafter keep eye vaccine affecting body class action suit follow getting similar detrimental side effects,side-effect,['side-effect']
1333434781783257089,breakingnews whats utilize genetic modification technology mrna editing crispr etc vaccine made something hasnt organically isolated long term side effects cures flu lung infections suppressed,"ingredients,side-effect","['ingredients', 'side-effect']"
1359901179153506306,globalnews death within days covid diagnosis covid death concerning dont dead vaccine numbers showing deaths vaccine repored unrelated double standard counting deaths,side-effect,['side-effect']
1347916917219192845,ifg dumb sheeple take patients refusing pfizer vaccine wait english one httpstcojtsncmebio via breitbartnews,none,['none']
1300322427352752131,gentlemangeorge feel wuhun covid cinematizedis secret mission keep us covid trauma demand vaccines onlyraise voice crisispeople die many diseases thousands daily world covid added death certificates many involvedis distraction,conspiracy,['conspiracy']
1351146627659149317,ca higherthanusual number possible allergic reactions reported specific lot moderna vaccine ten individuals required medical attention span hours httpstcowwubffuy,side-effect,['side-effect']
1217831660659585024,vaccine coverup massive corruption top pharmaceutical driven agenda gary barnett world health organization always suspect held global vaccine summit early december httpstcobwdrnct,"conspiracy,pharma","['conspiracy', 'pharma']"
1331183322463080452,kingofwrong yet still foisting vaccine us lucky pfizer spent millions acquire biontech mrna expertise httpstcosrifln,"mandatory,pharma","['mandatory', 'pharma']"
1336673377654874112,pfizer please specific covid vaccine reports say severe allergic reactions eai tell us,"ingredients,side-effect","['ingredients', 'side-effect']"
1351335201327210498,laymansscience sharkey indepdubnrth elderly died within days positive covid test ruled covid death die within day vaccine likely vaccine thats funny logic right,side-effect,['side-effect']
1320297429305069568,kevinpascoe factcheck think suggested tory mps get vaccine first basis theyre infinitely less likely missed nhs staff id agree far astrazeneca oxfordtrial concerned oxfordgate gave toxic hcq overdose seriously ill covid patients,political,['political']
1336735342381166592,pfizer vaccine triggered anaphalactic shock people carry epipen allergic everything fuxake people going full karen,side-effect,['side-effect']
1297952619827097602,sounds like sort nutty movietheres dr fauci expert always changing story theres bill gates microsoft wizard created software vaccine take care human computer virus,pharma,['pharma']
1354195872687468544,nickpye dont care business usual mask restrictions see friends family stick ya vaccine sun dont shine,mandatory,['mandatory']
1298677698303320065,anonamoosecad beardtormund lisabback globalnews chexnewswatch jeebus balls youre picking shit shovel wouldnt care mortality rate whatever vaccinated never get virus get go get vaccinated ill take risk fair,none,['none']
1326887281433714688,fact pfizer vaccine success rate sure need one recover ok fact pfizer ceo shortly thereafter dumped personal stock company nothing see folks keep watching faux news pfizervaccine,ineffective,['ineffective']
1397535848510332932,creatingwealth dasseed wont work like putting cart front horse covaxin type inactivated vaccines poor tcell response prime biased dna vaccine az vectored dna vaccines may work better prime boost reverse suffers original antigen sin,ineffective,['ineffective']
1299245998615736322,reuters gonna crush rushed untested vaccine already polls show willing actually take,rushed,['rushed']
1366047164280012808,vaccine gives shingles neurological disorders neurotoxin propagandist aclown shill,side-effect,['side-effect']
1376145213333377031,taking vaccine means giving seal approval shit going since february,"conspiracy,unnecessary","['conspiracy', 'unnecessary']"
1447975359333371906,brontolousa libertariancali notice pfizer eua calls study vaccine enhanced respiratory disease comirnaty license calls years study peridcarditis myocarditis side effects give informed consent information available,side-effect,['side-effect']
1314608460970053632,pls copy paste shes disgraced husband moderna lawyer premeditated vaccine back according report world bank google compromisseddemorats premeditated theyre ones killed millions world bc tax stolen,conspiracy,['conspiracy']
1377255333991710724,really want vaccine fine dont start name calling wanting anywhere near,none,['none']
1302073514208432128,vanguardngrnews guinea pigs testing chinese virus people minimal covid affliction used testing tools stupid idea adding vaccine ought used chinese spanish french english americans africans,rushed,['rushed']
1375609925523607555,larrypotter lh skynews incorrect vaccine protects oneself serious illness still carry virus spread didnt vaccine,ineffective,['ineffective']
1303001586445225984,oteachjohn allonmedicare kamalaharris leery jumping covid vaccine bandwagon even one gets released soon willing beta tester continue use good sense mask social distancing,rushed,['rushed']
1348404298330238979,rgoodfellow ekatholik kombuchababy covid vaccine mass euthanasia even feel effects days weeks months vaccine work destroying body level dna may takes years rare disease cancer surface think bedridden pain,side-effect,['side-effect']
1337434459654787072,side effects corona vaccine bitch take jail aint fucking face nobody,side-effect,['side-effect']
1334135960783634433,juddlegum deejay pfizer take pfizer vaccine trust sure seeing fu pfizer,pharma,['pharma']
1365227438163247104,mrt flightpixie hilarious isnt itthey actually think way start ive never called anti vaxxer ive never flu jab,unnecessary,['unnecessary']
1355228215665696770,ctvnews intenially holding hostage virus vaccine percent recovery rate yall gonna learn oh wait gas chamber,"conspiracy,unnecessary","['conspiracy', 'unnecessary']"
1364603881645301761,leavecrosscheck angierasmussen logically difference person naturally infected given vaccine provided gap short dont know single dose pfizer jj good two doses pfizer,unnecessary,['unnecessary']
1409604356354166792,motherofthree dies astrazeneca covid jab caused blood clots brain led stroke httpstcoxfnfzta,side-effect,['side-effect']
1333556144707674126,moderna vaccine causes fatigue reported idea severe fatigue may turn long fatigue persist inflicted chronic fatigue turns worse covid httpstcotbevehd,side-effect,['side-effect']
1338800369091162114,treeclimbingmat sozzinski impregnated pfizers vaccine rather saline solution,side-effect,['side-effect']
1326161033682182144,wouldnt accept vaccine china better pfizer yet,country,['country']
1259907654484463622,people also side effect vaccines recently vaccinated cant vaccinate sick kids covid bodies already compromised fighting infection add vaccines happen,side-effect,['side-effect']
1337425422015852549,dont rush get vaccinated excerpt organization embroiled series controversies approval new drugs actively pushed indian pharmaceutical companies pandemic conduct clinical studies covid vaccines,political,['political']
1338931369582489604,way want know year old beat covid without vaccine rt everyone knows httpstcoopakvylf,unnecessary,['unnecessary']
1337950992684310529,jennamoon youre saying vaccine nothing stop spread sarscov virus instead suppresses covid symptoms allowing asymptomatic spreading vaccinated mention possible side effects vax awesome,ineffective,['ineffective']
1377007701000077316,aehall theres rational argument covid passport either unless nobody ever going travel abroad everyone destination country vaccinated whats point vetting ppl venues home might come contact someone abroad nonsense,mandatory,['mandatory']
1423185507782176768,waynecoughlan bigbellenergy guernseybrock rebelteacher borisjohnson sajidjavid nadhimzahawi keirstarmer deaths people vaccine,side-effect,['side-effect']
1413186017956298756,death yearold west australia woman last month likely linked astrazeneca vaccine abc news httpstcongqcrupcq,side-effect,['side-effect']
1268681837922209800,geodannew theres people educated real dangers vaccinations could stop plan working stop vaccineskill billgatesmurderer,side-effect,['side-effect']
1374985703617101827,still thinking covid vaccination watch first httpstcokdkdrf,side-effect,['side-effect']
1332712144987570178,need vaccines covid effectively expfizer vp pfizer made headlines release covid vaccine former vp chief scientist said need vaccines bring pandemic end httpstcooiajbxtst,unnecessary,['unnecessary']
1356920118547152897,mrkrudd moderna reveal socalled vaccine peddled company actually operating system startling admission confirms vaccine skeptics claimed covid control virus httpstcocutxwcmbpi,conspiracy,['conspiracy']
1335018357444120577,newsweek little animal testing mrna vaccines reporting things like severe autoimmune reactions death might actually result anyhow knowsmaybe mass euthanasia project pfizer et al indemnified lawsuits,side-effect,['side-effect']
1371121610057388037,opinion vaccine side effects possible penicillin ive always thought unfair people president trump contracted covid bragged days later cured special vaccine rest population hmmm,side-effect,['side-effect']
1371423649769553922,roman catholic leaders us call johnson johnson vaccine morally compromised cbs news americas frontline doctors work doubt crap aborted fetus httpstcolubwjilu,"ingredients,religious","['ingredients', 'religious']"
1365437287375380480,megtirrell cant someone write simple article explains test results look different way comforting would choose jj vaccine given choice trust us valid response,side-effect,['side-effect']
1222908478253150208,amberd know would fix child dies preventable vaccination disease hold parents accountable child neglect murder,side-effect,['side-effect']
1298108899283869697,nbcnews nbcnewsthink vaccine put market someone wants available doctors office upon request market implies profit something people may funds vaccine requirement choice,mandatory,['mandatory']
1379016934793093121,shaunareports robinswannmoh ssebelfastarena setrust belfastlive httpstcopsvjdaec pfizer rna based covid vaccine approved us fda without long term safety data concerns safety vaccine study performed determine vaccine could potentially induce prion based disease,"rushed,side-effect","['rushed', 'side-effect']"
1424205678596427786,ysuffered lifethreatening vaccinia reaction exposure fathers pfizer smallpox vaccine vaers final dx eczema vaccinatum requiring skin grafts httpstcoyvqokmjls,side-effect,['side-effect']
1342428053524373509,happybiggrin vaware heres logic since die covid automatically makes vaccinating pregnant women safe idea thr health outcomes child vaccine terminates pregnancy wreckless,side-effect,['side-effect']
1287879764296921088,whitehouse marianorivera never take vaccine long term effects none vaccines tested cancers made using aborted babies evil agenda god abraham vengeance httpstcofeimeear,"ineffective,ingredients","['ineffective', 'ingredients']"
1375039705390153730,httpstcougyjry watch hear happened guys aunt receiving vaccine aunt ended coma earlier video asks pfizer etc made accountable tag darrenmark eyecatcherpro stigwasdumped,side-effect,['side-effect']
1353013884723097618,andywebster lizwebsterld shaunlintern evidential proof confirms vaccination result non contagious fact best practice assume still contagious httpstcooumwnskw,ineffective,['ineffective']
1364814299823149058,question giving wrong dosage pfizer vaccine wellknown risk public informed error excessive dosing pfizer covid vaccine wellknown risk australia ramps vaccine rollout httpstcongdjolbmy,side-effect,['side-effect']
1374806491065155596,potsosego maybe good news read article httpstcoynoczjj says top virologist vaccine maker asks stop vacs immediately going harm immune system badly etc,side-effect,['side-effect']
1353709279614803968,moggymarcus ankaimer dhscgovuk cant put vaccination vaccines dont prevent infection infections deaths within days positive test reduced vaccine neverending lockdown welcome country ruled sage communists,ineffective,['ineffective']
1376839476052258816,gaz annaberu ask medical experience lenny henry telling people vaccine safe,side-effect,['side-effect']
1287196407045054466,thank would rather die chinese covid vaccine candidate shows promise animal tests heads human trials httpstcocozqdnyg via timeslive,none,['none']
1373065410283724802,jlamber one sick puppy pushing vaccine elderly person already seen flu mean covid,mandatory,['mandatory']
1442775725648400391,world must look sputnik v vaccine seriously russia today run born christians former commies ccp scandals ridden vaccines httpstcovuudaoats,country,['country']
1340304757836136450,expecting things happen throwing still havent found cure cancer cure say common cold fda investigating allergic reactions pfizer vaccine reported multiple states httpstcomcetjxrv,side-effect,['side-effect']
1338696176296574977,long antibodies last w vaccine experts said contracting disease antibodies originally lasted months ive got wayyy many questions answers make uncomfortable w covid vaccine,ineffective,['ineffective']
1329866838440771584,sincerelyheld religious belief prevents taking pfizer vaccine,religious,['religious']
1316140207440310277,eli lilly antibody treatment clinical trial covid paused johnson johnson paused vaccine trial volunteers fell ill rushing vaccine going destroy confidence people,"rushed,side-effect","['rushed', 'side-effect']"
1353849710000435200,kare mostly healthy hank aaron publicly got vaccine shot promote getting vaccine two weeks died coincidence remember authorized emergency use authorization means next yrs youre also guinea pig fda ndpol mnpol,side-effect,['side-effect']
1317267791481896961,didnt enough elderly die coronavirus choice getting covid vaccine tested age group people work kiss asses goodbye potus realdonaldtrump httpstcoympvbolqk,none,['none']
1375204857964007425,braddickson know someone lincoln got vaccinated works hospital horrible side effects shots,side-effect,['side-effect']
1332292084263514117,lockdownmanc bilks pfizeruk mention using vaccines argument vaccines going used far early enough long term testing carried even short term first tranche experimented,rushed,['rushed']
1325831662794657792,fact guys supportive big pharma troubling mereally troublingpeople really speaking behalf pfizeri fcking matrix god smh httpstcoocovvxtdq,pharma,['pharma']
1349181498167988225,covaxin vaccine kills werent killed corona kill dont narendramodi pmoindia drharshvardhan icmrdelhi bharatbiotech ceo bjpindia cabinet employees vaccine makers take first live tv like joebiden kamalaharris,side-effect,['side-effect']
1305170869182959618,covid vaccine rush could make pandemic worse say scientists covid humanrights humanrightsviolations humanatariancrisis healthandsafety httpstcogxdtzfswt,rushed,['rushed']
1345392769393688579,data available suggest proper protection one dose safety efficacy vaccine evaluated different dosing schedules fact pfizers study trial data show receive second dose eventually contracted virus,ineffective,['ineffective']
1337188105066057729,reutrs analysisworld watches firstmover britain probes adverse reactions pfizer vaccine httpstcotcfqiny,side-effect,['side-effect']
1354010555535790085,parthaskar doctoroxford rezaidi aliracaniere docwas drshibley trishgreenhalgh hormonedoc ukgastrodr orthopodreg birth defects short time check thalidomide supposed safe time vaccine get dose effective millions st jab vaccinated know would effective jabs id,"ineffective,side-effect","['ineffective', 'side-effect']"
1312925903073275904,mrkultra govrondesantis rd article info came write based new info moderna produce absolutely nothing company worth billion im going money laundering exposing covid great global scamdemic httpstcoixvivadlv,pharma,['pharma']
1360534551064379392,sick fuckpigs absolutely control covid oxford vaccine tested children young six worldfirst trial uk news sky news httpstcosclwkfnrr,rushed,['rushed']
1278299903798763520,circumstances yall ever allow anyone give yall vaccine experimental drug covid trust,rushed,['rushed']
1452854394928517125,healthy yo gets blood clots pfizer super healthy equestrian star hospitalised blood clots blamed pfizer vaccinea super healthy teen equest httpstcohocqjooys httpstcopjnmjoblzo,side-effect,['side-effect']
1321547209817534464,someone science brain help understand covid vaccine going work theres proof valid antibodies present person infected isnt vaccine supposed accomplish oversimplifying,ineffective,['ineffective']
1319526655958814720,joebiden mentioned astra zeneca stopped trials participant died complications recently novaccine,side-effect,['side-effect']
1344293646095556615,ive afraid happen people comorbidities get covid california nurse tests positive days getting pfizer covid vaccine unexpected says expert abc news httpstcoknfvzrpy,"ineffective,side-effect","['ineffective', 'side-effect']"
1353832747681390593,piscesboi kondoranna newshour conversationus course people die getting vaccine getting vaccine vaccine guarantee immortality,ineffective,['ineffective']
1400920191094169600,nih buddies puppy moderna already selling rd dose still waiting multi billion business make sure dont support development universal coronavirus vaccine unless puppy course,pharma,['pharma']
1265746384969445383,epochtimes oh well puppy moderna vaccine allegedly also crap like,ineffective,['ineffective']
1361438456229089289,yearold woman dies days pfizer vaccine within days vaccination sara stickles suffered side effects covid vaccine result girl died brain aneurysm httpstcotszyngnvyb httpstconyapsuins,side-effect,['side-effect']
1254850897487622145,brianpilgrim jonasperez seantrende saying antibodies wont stop getting would vaccine solve issue point vaccine create immune response produces antibodies see contradiction cant wait vaccine reopenamerica,ineffective,['ineffective']
1310988789339357191,wendypuerto borisjohnson matthancock today says protect economy lol vaccine arrives vaccine pie sky experts say vaccine extremely unlikely wont protect elderly flu vaccine dont help much covid vaccine issue httpstcozfyjgqfsc,ineffective,['ineffective']
1391484953100177411,proof think stupid although fair us finallythe proof covid vaccines safe youre pregnantyet article clearly states astra zeneca admits doesnt data say jab safe pregnancy httpstcomrnurvop via mailonline,ineffective,['ineffective']
1304114886004236289,imo bad flu covid strictly data collection like vaccine may come biometrics thing google et al havent built yet pharmaceuticals happening speak sure,pharma,['pharma']
1371549261226242048,juneshannon scarytimes life insurance cover adverse effects vaccine vaers reported adverse reactions covid experimental mrna vaccine deaths x mortality risk vaccines httpstcorwwfgvwwli httpstcogrriszj,"rushed,side-effect","['rushed', 'side-effect']"
1333420505781706752,devisridhar honest question free conspiracy may exciting new dawn concerned possible implications unique pfizer mrna vaccine human health without longer trials long term conscious may want offer public opinion,"rushed,side-effect","['rushed', 'side-effect']"
1389269295184547843,denmark dumps jj vaccine anticovid arsenal denmark said use us drugmaker johnson johnsons singleshot covid vaccine vaccination campaign citing concerns serious side effects involving blood clots httpstcornnfdfbg,side-effect,['side-effect']
1374826032713371650,iamericamena within month discovered astra zeneca one sponsors conference developed vaccine causes blood clots,side-effect,['side-effect']
1376703852599246849,martykiar need vaccine virus recovery rate treatable curable wake america plandemic,unnecessary,['unnecessary']
1398196861350076416,astrazeneca going public talk germany say found reason clots vaccine need listen sounds like need make small changes,side-effect,['side-effect']
1326177941475258372,reunionpartyuk bluewoodsmoke ask pfizer even make announcement given trial halfway complete needs reach people infected seems random low ends note people trial half vaccine,"ineffective,rushed","['ineffective', 'rushed']"
1303481969813188609,realdonaldtrump oxfordastrazeneca vaccine trial temporarily suspended due adverse effect hold placed trial abundance caution phase trials completion eua thx covid httpstcodcsrmrgxh,"rushed,side-effect","['rushed', 'side-effect']"
1262677140061007872,vincentcrypt must heavily invested moderna expensive vaccine hydroxychloroquine less expensive preventative method hysteria triggered bullshit radar,pharma,['pharma']
1375529939051630600,govmikedewine wont getting poison injection masks arent required fully vaccinated words f,side-effect,['side-effect']
1364571808037539842,odvjetnik elonmusk covid scam big pharma make money like swine flu scandale shit politicized virus aware survive covid would need risky vaccine hasnt used humans,"pharma,rushed,unnecessary","['pharma', 'rushed', 'unnecessary']"
1328411898598055942,covidvaccine vaccines harmless flu shots messing genes,conspiracy,['conspiracy']
1316369381098696705,one key purposes longplanned corona crisis force everyone injected gates dnaaltering poison vaccine another usher technofascist great reset police state regime control populations masquerading green,"conspiracy,ingredients,side-effect","['conspiracy', 'ingredients', 'side-effect']"
1260796967577202689,vwongvincent entire vaccine agenda implement beast technology httpstcoeuouxdue covid vaccination give every human quantum dot micro needles mark id human implantable device buying selling cryptocurrency patent number,"conspiracy,ingredients","['conspiracy', 'ingredients']"
1264681345898479618,shepardambellas interested vax used chadcx ncov azd developed oxford licensed thru british astra zeneca million us billion starts sept company admits cause deaths actual cov change nameno trials,side-effect,['side-effect']
1367320292117405703,catholic bishops avoid johnson johnson coronavirus vaccine created cells aborted babies httpstcogwwmesbc httpstcooaaxoref,"ingredients,religious","['ingredients', 'religious']"
1445753576614096910,sweden pauses use modernas covid jab reports rare side effects httpstcowuyuudkykv important things told us medical profession politicians danger using vaccines,side-effect,['side-effect']
1254347317110546432,mapholoht radebekay juliussmalema ramaboduobakeng cyrilramaphosa u going ur government busy talking bill gate come force vaccinate u soldiers deployment ensure u take ur bill gate vaccine know ur real enemy,"mandatory,political","['mandatory', 'political']"
1297604112083632128,marcihunni paulo thehill study shows ppl flu vaccine faired worse ppl didnt take flu shot came covid see u made point even vaccine elderly still died flu even vaccine like kids meaning vaccine useless,"side-effect,unnecessary","['side-effect', 'unnecessary']"
